Q23008452	Ronja von Rönne
Q193001	Sighișoara
Q9029250	Marià Pere i Lizàndara
Q6426085	Max Meyer
Q247519	Arley Dinas
Q4768980	Annelise Reenberg
Q1337031	Ilario Castagner
Q381657	Job Cohen
Q4104514	Anatoly Vasilyev
Q23830581	Eric Franke
Q390690	Owen Smith
Q6234344	John Frye
Q12881764	Nikolaos Alivizatos
Q7307746	Reg Chester
Q11485751	Tadashi Hirono
Q2246	Nizhny Novgorod Oblast
Q4095809	Eduard Brandt
Q4786733	Archie Manuel
Q391437	Dennis Skinner
Q2839693	Alphonse Areola
Q3757022	Gaetano Lo Nero
Q1409149	Giorgio Bettini
Q50840925	Minister Controlling Northern Territory
Q547039	Simon Schaffer
Q215533	Rigobert Song
Q469588	Philip I
Q5233493	David F. Denison
Q191264	AZ Alkmaar
Q1585879	Harold Agnew
Q637214	Sven Lidman
Q16150735	Nick Awford
Q58082	Patricia Espinosa
Q995265	Bryn Mawr College
Q5982373	Ian McWhinney
Q5526012	Gary Strodder
Q1700609	Kurt Witte
Q7614122	Steve Thompson
Q1521765	Noah Haynes Swayne
Q14749248	John Nye
Q563553	Pierre Charles Le Monnier
Q6681289	Loris Damonte
Q5581066	Goma Lambu
Q64706157	Hurricane Daniel
Q11890879	Risto Ahti
Q10379723	Mark Robinson
Q20857709	Grand Cordon of the National Order of the Cedar‎
Q21670089	Revd W E Watkins, Amlwch (B)
Q1264	U Thant
Q6514484	Lee Martin
Q7067	Bietigheim-Bissingen
Q1693534	Johann Friedrich Crome
Q5499057	Frederick William Cadogan
Q7409509	Samir K. Brahmachari
Q752802	STS-41-C
Q179018	Seabiscuit
Q121694	François Bondy
Q808544	Barocco
Q63572971	Methylphenidate for Cancer-Related Fatigue
Q518997	Jennifer Dunn
Q6847782	Mike Mancini
Q1420730	Jonathan Russell
Q2623977	Charles Schuchert
Q18704948	Martin Butler
Q4775817	Anton J. Johnson
Q703634	Bauer
Q841958	The Celebration
Q3194096	Kathryn Adams Doty
Q1352718	Jimmy Dickinson
Q3848493	Mario Dalfini
Q57514	Albert Günther
Q6539546	Liam Daish
Q1715715	Júnior César
Q1805906	Larenz Tate
Q6076175	Isaac Cowley Lambert
Q774507	Joseph Roumanille
Q7788487	Thomas Cobbold
Q64516620	Hurricane Jimena
Q1616952	Raul Plassman
Q1056391	head teacher
Q209586	Fats Domino
Q2992272	Alexander Novikov
Q4271978	Lovin' Molly
Q592989	Angelo Iorio
Q2834961	Alfred Bastien
Q3503983	Karsten Alnæs
Q7408248	Sam Thomson
Q1918516	Aaron Wildavsky
Q60619	Adolph Kolping
Q542045	Coke R. Stevenson
Q551749	Francis Ponge
Q153178	Georges Charpak
Q6755913	Marc Tessier-Lavigne
Q21667582	A woman sitting holding flowers
Q16059696	Ion Hamilton, 1st Baron HolmPatrick
Q64706709	Hurricane Fabio
Q6519187	Leicester Harmsworth
Q557128	Elías Fernández Albano
Q1685654	Jean Louis
Q4861713	Barney Daniels
Q540379	Michael Foale
Q826100	Priestley Medal
Q1457743	William Chauvenet
Q2895667	Benay Venuta
Q669207	Vasil Khamutowski
Q21032519	Second Empire senator
Q4239244	Krasnoyarsk State Pedagogical University "V. P. Astafyev"
Q949430	Sergio Donadoni
Q1348488	Herbert Jasper
Q213451	Green Party
Q34970	D. H. Lawrence
Q1635093	Hugo Gutiérrez Vega
Q536023	Miklós Beer
Q866054	Pieter van der Hulst
Q1507776	George Long
Q6113974	Jack McDonald
Q5307307	Drewe Broughton
Q1239766	Donald Chapman, Baron Northfield
Q1188133	Typhoon Conson
Q112217	Franz Reichleitner
Q938622	Pontifical Academy of Sciences
Q1222399	Dieter Lenzen
Q318520	Pedro Mendes
Q789406	Balkans Campaign
Q57721	Hans-Georg von Friedeburg
Q78509	Joseph Roth
Q2582922	Reima Pietilä
Q458316	Craig Cathcart
Q311200	Miguel Ángel Nadal
Q21979761	Delko-Marseille Provence-KTM 2016
Q527271	Tim Flowers
Q1713180	Julya Rabinowich
Q6315653	Jussi Niinistö
Q1967307	Alfonso Domínguez
Q67156	Robert Alexy
Q21747	Zarbeling
Q920072	Alfonso Arau
Q432362	Antony Sher
Q17035263	Laureà Pérez Ciudad
Q6196965	Jim Milner
Q392586	James Tait Black Memorial Prize
Q436686	Eric McCormack
Q51844371	Beatrice Gardner
Q7823586	Tony Towner
Q6680716	Lorenzo Fontana
Q719256	Paul McCrane
Q5498549	Frederick Pethick-Lawrence, 1st Baron Pethick-Lawrence
Q2622675	Aleksei Yuryevich German
Q1356870	Ernie Adams
Q13527920	Nazzareno Belfasti
Q19502586	Hendrik Dietz
Q4011164	Vice President of the Council of Ministers of Italy
Q2084848	Viacheslav Chornovil
Q2606601	David Kelly
Q3486444	Grace Gummer
Q3495948	Toussaint-Bernard Émeric-David
Q6230906	John E. Savage
Q1099310	Clayton Ince
Q7297640	Ray Hudson
Q2038537	Otto Dullenkopf
Q5552987	Gerry Priestley
Q1394911	Clemente Mastella
Q1334876	Roland Mayer
Q8962391	Francisco Hidalgo Gómez
Q6775960	Martin Lane
Q1176712	David Stancliffe
Q20685790	Harry Clarke
Q152779	Louise Brooks
Q311431	Juan Velasco Alvarado
Q509219	Paula Wagner
Q763402	S.P. Korolev Rocket and Space Corporation Energia
Q292599	Maria Yermolova
Q433237	APEP F.C.
Q7149726	Paul Carnot
Q4484266	Philological Faculty of Moscow State University
Q20180215	2015–16 Oberliga Mittelrhein
Q194028	Cory Schneider
Q3934523	Riccardo Maspero
Q4685427	Adrian Whitbread
Q699354	Nino Bixio
Q3340959	Nicolas de Nompère de Champagny
Q526778	Andy Moog
Q4800646	Arthur Welsby
Q973766	Irena Tuwim
Q64084730	Tropical depression Four
Q7177056	Peter Spooner
Q4316594	Pavel Nekrasov
Q2801	Bryansk
Q6388660	Ken Walshaw
Q655484	Hans Purrmann
Q3183873	Jorge Rinaldi
Q67559	Bernhard Zondek
Q15613327	2014 Championship League
Q15275916	Daniela De Ridder
Q93029	Manindra Agrawal
Q5699740	Antonio Román Jasanada
Q317654	Raúl Juliá
Q1042264	Carlo Luigi Morichini
Q1368569	Tuomas Haapala
Q6211112	Joe Mantello
Q634812	Rodney Rogers
Q42201	independent music
Q160030	Pius III
Q20924782	Knight in the Order of the Holy Sepulchre
Q1796439	Robert Crosser
Q37995	Yangon
Q13530051	Sir Henry Studholme, 1st Baronet
Q21294769	L. A. Morse
Q2832728	Alessandra Melucco Vaccaro
Q7810536	Tiziano Maggiolini
Q6788439	Matt Carbon
Q32929	War of the Austrian Succession
Q95736	August von Bethmann-Hollweg
Q45527	Bruno Jonas
Q389141	Claude Malhuret
Q115664	Nicolas Fuss
Q57075	Fritz Haber
Q1059540	Caesar Must Die
Q915929	Matt Gillies
Q3659862	Carlo Soldo
Q3460575	Sabine Sun
Q63078	Hermann Usener
Q2159088	Robert Vivier
Q16235879	George Taft
Q3156516	Izïa
Q18205876	Joe Eccles
Q444039	Carlos Roa
Q6369463	Karen Aghamyan
Q1811812	Lee Hall
Q133848	María Barranco
Q1306553	Days of Being Wild
Q237561	Juliano Belletti
Q17386727	Ángel García Sanz
Q481185	Shervin Radjabali-Fardi
Q64136546	Tropical depression Seven
Q30868915	King Faisal International Prize in Medicine
Q919635	Capitaine Conan
Q641208	court clerk
Q460414	Louise Penny
Q91952	Carl Brinkmann
Q2156869	Robert Devaney
Q3569100	Willie Pettigrew
Q724225	John I, Duke of Bourbon
Q1481948	Hermann Saam
Q191716	Gene Roddenberry
Q103578	Macaulay Culkin
Q4894234	Bernhard Schölkopf
Q1445681	M. Caldwell Butler
Q241199	Barrington Moore, Jr.
Q2416937	Theo Klöckner
Q519499	Armando Perna
Q285549	Bianca Jagger
Q2759438	María Teresa León
Q223161	Aphex Twin
Q2419261	Stanislaw Drahun
Q1010	Maribor
Q5612725	Paul Coverdell
Q78109	Gerd Bucerius
Q596353	Kelly Johnson
Q6003988	María Jesús Valdés
Q1681146	Cyril James Stubblefield
Q16603015	Raman Ananyeu
Q16233142	Daniele Fioretti
Q4835466	BET Award for Best Actor & Actress
Q3120055	Guillaume Louis Ternaux
Q452219	Tomáš Špidlík
Q472110	Blaže Koneski
Q3168950	Jean Pierre Babelon
Q60468166	Anthony F. Ciampi
Q709188	Kevin M. Murphy
Q3851344	Massimo Mariotto
Q3244594	Tropical Storm Laura
Q5953077	Juan de Contreras y López de Ayala
Q11927368	Jaume Simó i Bofarull
Q59136134	Design for a ciborium
Q3573485	Yves Bigot
Q14773	Macau
Q19278960	Robert Herzstein
Q115616	Eduard Müller
Q6209604	Joe Duckworth
Q10518226	Matteo Scapini
Q4910764	Bill Sawers
Q433434	Anne-Louis Girodet de Roussy-Trioson
Q897658	Hungarian Social Democratic Party
Q14945394	Henry George Allen
Q26201873	Johnny Chaves
Q1494098	Paolo Zanetti
Q5493600	Fraser Franks
Q461740	Alberto Burri
Q1315907	Lookin' to Get Out
Q5906	Stade
Q8219	Uta Frith
Q2856833	Antoine de Baecque
Q1239280	George Bowering
Q65138	Frank Peter Zimmermann
Q951370	Aleksei Pogorelov
Q7099	Emmy Noether
Q2448974	Juan de Palafox y Mendoza
Q445004	Leilani Sarelle
Q151198	Dachau concentration camp
Q12120349	Analolii A. Mazaraki
Q3750953	José María Íñigo
Q1304098	Hans-Günther Thalheim
Q1737400	Kay Patterson
Q471804	Ryan Stiles
Q308394	Abdoulaye Faye
Q167844	conjunctivitis
Q444171	Hannu Tihinen
Q12157488	Wasilij Starczenko
Q822111	John Burroughs Medal
Q153015	Kingdom of Saxony
Q5920575	Isaac Costero
Q731813	Oliver Wolcott
Q65860	Rudolf Wagner
Q3069133	Fernand Dupuy
Q15136651	Typhoon Haiyan
Q1067502	Charly
Q823151	Hans Frauenfelder
Q1338400	Emmanuel Salinger
Q738504	2007–08 Cypriot First Division
Q355125	Harry Morgan
Q465654	American Mathematical Society
Q295700	Rodney Robert Porter
Q543498	Bruce Cohen
Q1571071	Leonardo Bruno dos Santos Silva
Q366752	Steve Bloomer
Q47547	Antonio Di Pietro
Q2830299	Alain Suguenot
Q3287646	Marc-Antoine Madeleine Désaugiers
Q445673	Order of Merit of Baden-Württemberg
Q7724	August Strindberg
Q3301229	Maurice Olender
Q964608	Lucien Pissarro
Q2829942	Alain Jouffroy
Q7650894	Suzanne Lacy
Q1395221	Thomas Gambke
Q959520	Henri Richard
Q635157	1890–91 Football League
Q15941464	Yonder Godoy
Q7527924	Sir John McEwen, 1st Baronet
Q710057	Josiah Bartlett
Q3084702	François Gautier
Q1966182	Hans Peter L'Orange
Q8992489	Nicky Forster
Q55267031	Émile Mathias
Q831300	La Chacarita Cemetery
Q1871728	Louis Henri Armand Behic
Q4051971	German submarine U-253
Q13735849	Jan Sleper
Q658082	Italian Minister of Agriculture
Q3763573	Gianni Migliorini
Q270138	Hitomi Tanaka
Q3633192	Maharashtra Bhushan Award
Q4720813	Alexandre Cerdeira
Q732682	Manuel Ferreira
Q5365870	Ellis Crompton
Q1134374	Curt John Ducasse
Q551491	W. Eugene Smith
Q39	Switzerland
Q5615434	Anders Victor Dahlgren
Q699024	German submarine U-29
Q215778	Marie François Sadi Carnot
Q78673	Count Karl Ludwig von Ficquelmont
Q220198	Zoological Society of London
Q277996	Revathi
Q15027363	Arno Klare
Q532864	Tomislav Ivković
Q551254	Yury Volyntsev
Q6170120	Jean Antoine Joseph Fauchet
Q458282	Yuriy Lutsenko
Q1534260	Donald Van Slyke
Q708765	Pedro Casaldáliga
Q25324881	Rebekha Sharkie
Q181005	Ivan Filin
Q585434	Ivo Basay
Q709951	Tonino Benacquista
Q551260	Wilhelm Lindenschmit the Younger
Q292180	Joy Harjo
Q26936772	Constantinus Cornelis Huysmans
Q17403852	Charlie Drinkwater
Q2320820	Marcelo Saralegui
Q12028247	Karel Hoffmann
Q11928	Swing Vote
Q7350808	Robert Wallace
Q1862165	2006 Paris–Nice
Q110903	Carl Schröter
Q6118591	Jacob Erskine
Q471369	Pyotr Lebedev
Q10286040	Fritz Fabricius
Q2027836	Marko Vojnović
Q7822184	Tony Daws
Q3811162	Julio Avelino Comesaña
Q67317	Heinrich Behnke
Q535002	Vlastimil Brodský
Q21008869	Jacobus Groen Adrienszoon
Q1889757	Manfred Opel
Q64213767	Hurricane Francesca
Q457497	Dore Schary
Q919158	Jean-François Portaels
Q4099232	Fyodor Bunkin
Q438465	Michel Barnier
Q310939	William Walton
Q18715952	Bizzie Høyer
Q2151006	Birgit Fischer
Q781360	Australian Army
Q2012920	2003 Uncle Tobys Hardcourts
Q2057791	Patrick Manson
Q314825	Richard Hofmann
Q1239329	Don McCullin
Q512466	1912 German football championship
Q293874	Vorarlberger Volkspartei
Q3509987	Sébastien Candel
Q6150566	Nicolae Macici
Q106603	Friedrich Spielhagen
Q3792108	Ruth Calderon
Q153104	Otto Dix
Q5836692	Ernest Belenguer
Q1458675	National Film School in Łódź
Q402425	Cullum Geographical Medal
Q4137	Elsa Triolet
Q6742467	Malcolm MacPherson
Q328694	André Philip
Q3181720	John Heathcoat
Q766468	Alfred Uhry
Q1360539	Ernst Weil
Q1710281	Alun Evans
Q5106900	Chris Holland
Q1741557	Kim Nasmyth
Q318927	Michael Christophorow Reutern
Q3637927	Ben Burgess
Q1363487	Paul G. Kirk
Q41582573	Member of the 26th Parliament of the United Kingdom
Q583700	Patrick Mercer
Q311715	Art Blakey
Q1684732	Jean-Claude Abrioux
Q1605792	Henri Darmon
Q1072178	Oscar Damiani
Q4960876	Brendan F. Boyle
Q17488930	Fabian Lienhard
Q72386	Francis Simon
Q57647862	Women in Technology Hall of Fame
Q5343062	Edward Gardner
Q237533	Natalya Estemirova
Q5338558	Edith Hall
Q97248	Friedrich Middelhauve
Q691905	Domenico Ferrata
Q2308830	Neto
Q2589046	Arnoldo Ibañez-Fernandez
Q24039930	David John Wales
Q7028953	Nicola Barasso
Q815219	Siege of Trebizond
Q13437121	Siege of Venlo
Q487439	Oral
Q1339061	Emory Hilliard Price
Q792378	Axel Strøbye
Q1289150	Eduard Leuze
Q3680076	Claudio Grimaudo
Q15627679	Kingsley Boateng
Q19824750	Summertime
Q510811	Sharon Creech
Q5836792	Ernesto Bianco
Q3604972	Adam Barrett
Q4201801	Institute of Philosophy
Q577107	2008 Australian Open
Q536279	Naim Kryeziu
Q549265	German submarine U-124
Q210950	Luisão
Q53002	François Truffaut
Q1361318	Heinz Günther Hüsch
Q77549	Hilde Domin
Q1466598	Paolo Bravo
Q62444	Wilhelm Röpke
Q727227	Alain Bombard
Q6111158	Jack Barnes
Q1442354	Francisque Joseph Duret
Q336344	Cosmo Gordon Lang
Q894986	Boucles de la Mayenne
Q110331	Jörg Vogelsänger
Q12814813	Béla Jávorszky
Q1066714	His Girl Friday
Q167821	Gore Vidal
Q5386593	Eric Goldberg
Q84220	Johnny Got His Gun
Q7528764	Sir Robert Ellis, 1st Baronet
Q372273	Roger Johnson
Q768219	Maurizio Domizzi
Q6789673	Matteo Deinite
Q297190	Giovanni Giolitti
Q212730	Steven Pinker
Q71877	Herbert Wohlfarth
Q694350	Frank Feltscher
Q7815574	Tom Devlin
Q62686	Heinrich Ewald
Q16236931	Cameron Murray
Q510499	Tibor Szervátiusz
Q2302524	Darryl Powell
Q5540248	George Harper
Q243601	Peter Mansfield
Q529241	Aldo Maldera
Q2966611	Christopher Jones
Q352338	Tom Finney
Q78767	Ernst Haas
Q1460885	Royal Society of Arts
Q316719	Rory Delap
Q79875	Mobile
Q106940	Alida Valli
Q20871808	Sebastian Ristow
Q1382004	Victor Massé
Q76549	Christian Gottfried Ehrenberg
Q3672666	Gloria Negrete McLeod
Q7520021	Simon Whaley
Q23682365	Eduardo González Ruiz
Q12340188	Ulrich von Baudissin
Q51879452	Albert Derolez
Q925165	Giovanni Lodetti
Q7529634	Sir William Hornby, 1st Baronet
Q4260933	Aristarkh Livanov
Q8015058	William Makins
Q168660	Portadown F.C.
Q681704	Geraldo Pereira
Q2085243	Hugo Ibarra
Q1264556	German submarine U-1007
Q260378	Victoria Woodhull
Q2349578	Woodrow Wilson School of Public and International Affairs
Q7159619	Pedro Grases
Q355897	Francesco Graziani
Q1790231	Winnie Holzman
Q6912282	Morio Kazama
Q3849192	Mario Tribuzio
Q98696331	2020 Torneo Apertura
Q7329020	Richard Shiffrin
Q6866025	Minister of Agriculture, Fisheries and Food
Q19577461	Andy O'Dell
Q948169	Roberto Gualtieri
Q369894	aide-de-camp
Q2451450	Kayke Rodrigues
Q1136071	The Doomsday Machine
Q181410	Accademia nazionale di Santa Cecilia
Q5044979	Caroline Benn
Q20643420	Julia Haig Gaisser
Q810647	Bastien Leccia
Q175622	Jubilee Medal "70 Years of the Armed Forces of the USSR"
Q898076	Tamás Sándor
Q25871	Michael Wilson
Q74144	Alexander Tschäppät
Q664020	The Go-Between
Q1995366	Nikifor Kalchenko
Q515891	Gyula Kőnig
Q12735518	Mihai Tănăsescu
Q722947	Clyde Cowan
Q19577706	Ronald Rowe
Q111637	Leon Henkin
Q64705339	Tropical Depression Eight-E
Q1044197	USS Ranger
Q7089349	Om Prakash
Q17619317	Saidy Janko
Q40910532	Pierre Louault
Q2846774	Andrew Wright
Q1636358	1936–37 Serie B
Q10555010	Alex Troup
Q827365	Bert H. Miller
Q220998	Tom Boonen
Q18377948	Andrey Pyshnik
Q17481175	Member of the Landtag of Baden-Württemberg
Q7111354	Ousmane Dramé
Q63421	Max Brauer
Q4811427	Astrid Cleve
Q95076	Joan Fontaine
Q765617	Fletcher Markle
Q3647235	Anthony Edgar
Q17054758	Typhoon Fitow
Q40025	University of Erlangen-Nuremberg
Q59097587	Design for a decorative motif
Q16666518	Mariya Pavlovna Kotyurova
Q60099	Willem Drost
Q61810	Heinrich Rubens
Q1201052	Royal Norwegian Society of Sciences and Letters
Q970209	Ruben Pereira
Q364124	Leo Robin
Q9671	Michael Schumacher
Q212223	Andrés Palop
Q3467057	Edward Hanson
Q2666769	Naismith College Player of the Year
Q6963397	William Roy
Q76258	Rainald Goetz
Q10514065	Order of St. Alexander Nevsky
Q26828243	Yannick Jozefzoon
Q72055	Albrecht Wellmer
Q488198	Anatoliy Zlenko
Q3300715	Maurice Dorléac
Q447190	Doeschka Meijsing
Q16671093	Prix Breizh
Q954499	Cecil Shaw
Q218098	André Cruz
Q310710	Paulo da Silva
Q1058161	Mara Venier
Q70837	Ferdinand Hitzig
Q3189108	Julian Sturgis
Q1321265	Stephen McHattie
Q1399049	Ignasi Guardans
Q353482	Gabriele Oriali
Q181219	Justin Fashanu
Q2489707	Keldysh Institute of Applied Mathematics
Q1510571	Gerd Höfer
Q56045090	Graham Prior
Q561089	Ernst Robert Curtius
Q1166207	György Marx
Q270415	Spencer Compton, 1st Earl of Wilmington
Q455228	Ian McDonald
Q5939536	José Eugenio Azpiroz
Q18577825	Still Life with Watermelon
Q16183921	Ferran Camps i Vallejo
Q129456	Jean Noël Hallé
Q7597604	Stan Cutting
Q1237141	Germain de Brie
Q15023	CY Leung
Q1155646	Momoko Sakura
Q2657718	Armenian Soviet Encyclopedia
Q374024	Nikolai Luzin
Q109232	Rosanna Arquette
Q16590326	Hendrickje Stoffels by a door
Q134382	William Fox
Q2607982	Robbie Winters
Q67740	Gerhard Poschner
Q247608	Damien Johnson
Q3719518	Edo Patregnani
Q382804	Andrea Zanchetta
Q877162	Niobe
Q18635274	Seko Fofana
Q6499321	Laura Poitras
Q57604	Hildegard Knef
Q797	Alaska
Q809420	Barthélemy Prosper Enfantin
Q272613	Billie Whitelaw
Q7820027	Tommy Wright
Q5605391	Federico Ceccherini
Q2296996	Tony Parry
Q321368	George Joulwan
Q455082	Anna Maria Ferrero
Q453877	Danuta Szaflarska
Q7027813	Nick Richardson
Q8961133	Feoo klo
Q3610337	Alessandro Teodorani
Q3742677	Ferdinando Scarpa
Q1488005	Salvatore Burrai
Q978674	Patrick Cubaynes
Q68777	Wolfgang Rolff
Q5539007	George Ephgrave
Q4059764	Tatiana Stepanovna Hakobyan
Q1336105	Matteo Sereni
Q75957	Jens Ackermann
Q2475101	Ulla Berkéwicz
Q1239515	Tomsk State Pedagogical University
Q970227	Mel Bourne
Q1028738	Te-Tzu Chang
Q1504181	Georg Faber
Q932305	Pierre Lhomme
Q17109045	Harald Stenmark
Q125879	William Alston
Q53457	Casimir III the Great
Q2150348	Richard Paulick
Q27676416	city or town
Q2606375	Co Westerik
Q2347975	Governor of New York
Q42305	Richard I of England
Q334885	Wayne Allwine
Q7528915	Sir Rowland Whitehead, 3rd Baronet
Q682030	The Tragically Hip
Q330604	William Joynson-Hicks, 1st Viscount Brentford
Q377762	William H. Avery
Q561435	Richard Llewellyn
Q161034	SV Wacker Burghausen
Q6245432	John Lowey
Q2244791	Stefan Hertmans
Q232298	Barbara Eden
Q36980	George Peppard
Q19867094	William Hailey Willis
Q3681187	Clotardo Dendi
Q5231308	David Bennett
Q165405	Helen Suzman
Q27063922	Ekaterina Alexandrovskaya
Q2005149	Order of the Yugoslav Crown
Q3972456	Stefano Daniel
Q15492296	Norman Atkinson
Q6740586	Mal Brough
Q2291262	Marcelo Sosa
Q784589	Pulitzer Prize for General Non-Fiction
Q5622068	Guy Victor Baring
Q4800301	Arthur Slater
Q13476458	2013–14 Football League Cup
Q1557126	Evgeny Sidikhin
Q3675461	Chris Casement
Q5791051	Timothy Harrington
Q20895785	Daniel Mietchen
Q594254	1973 CONCACAF Championship
Q1989320	Karl Lambert
Q739144	Brendan Shanahan
Q12879681	Konstantinos Melissinos
Q1808806	Hans Hein Theodor Nysom
Q4892771	Joaquim Maria Puyal
Q1635060	Hugo Geiger
Q257427	Márta Mészáros
Q4181100	François George-Hainl
Q2701276	Jay Tabb
Q5223752	Darko Mavrak
Q16061941	Konstantinos Efthimiadis
Q925968	Alf Clausen
Q559997	Blaž Slišković
Q1620549	The More the Merrier
Q4581578	Postmaster General of the United Kingdom
Q6395717	Kevin Alston
Q979828	Samuel Maoz
Q3340108	Nicolas Blanc
Q1400307	Mark Helprin
Q437001	Prince Ernest Augustus, 3rd Duke of Cumberland and Teviotdale
Q3940006	Rodolfo Vanoli
Q64659070	Clopidogrel Proton-Pump Inhibitors Study
Q3269536	Lynn Arnold
Q2896151	Henri Atlan
Q158753	Juan Luis Guerra
Q4661435	Aamani
Q881327	Lewis E. Parsons
Q4283861	Kim Grant
Q3676126	Chynna Phillips
Q4893263	Joan Sardà i Dexeus
Q561443	Sherrill Milnes
Q149507	Charles Vidor
Q342354	Andy Selva
Q1231594	2005–06 Divizia A
Q4107873	Lars Johan Werle
Q12140350	Wasyl Petiowka
Q353582	Larry Kaplan
Q441154	Victor Weisskopf
Q3762864	Giancarlo Galdiolo
Q983291	Oronce Finé
Q1176741	David Stewart
Q579773	Francis Bouygues
Q5083069	Charles Tyrrell Giles
Q21022	French West Indies
Q19577493	Soraya Paladin
Q3611679	Alice Dunbar Nelson
Q55418	Margarethe von Trotta
Q178630	Portuguese people
Q5947892	Hurricane Jimena
Q3154745	Sir Isaac Holden, 1st Baronet
Q939379	Jacob Talmon
Q349350	Alan Tudyk
Q5946038	José Victorino Lastarria
Q767384	Emil Krause
Q296028	Alfred Molina
Q1409166	Lorenzo Bettini
Q174438	Madeleine Albright
Q1825924	Lindau Lamentation
Q364993	Daniel Z. Freedman
Q5605742	Greg Hunt
Q59097981	Architectural design
Q562731	Kepa Blanco
Q1285282	Richard P. Lifton
Q458903	Merited Artist of the Russian Federation
Q1618253	Hilde Schneider
Q2748803	Iggy Azalea
Q744442	Jean Ignace Isidore Gérard Grandville
Q471791	Jürgen Säumel
Q5442339	Felix Stump
Q7860035	Tyler Hicks
Q18645992	Thomas Bedford Bolitho
Q576885	IEEE Morris N. Liebmann Memorial Award
Q3396810	Ieuan Wyn Jones
Q849424	sea captain
Q43376204	Timothy Vartanian
Q7297471	Ray Ferris
Q370284	Nelson Dingley
Q5751955	Carlos Torres y Torres Lara
Q6307671	Julian Watts
Q288815	Debra Granik
Q577754	Morocco
Q6550	Donald Duck
Q264400	Maria Tallchief
Q650878	Otto Suhr
Q942584	Jean Pelet
Q4932699	Bob Harris
Q509860	Stokely Carmichael
Q19647220	Governor of Washington
Q5213935	Dan Marney
Q234234	Maud of Savoy
Q303304	Charlie McCreevy
Q3713055	Domenico Giampà
Q4937934	Bogusław Sonik
Q6384006	Keith B. McCutcheon
Q3107513	Giovanni Zanni
Q5222836	Dario D'Ambrosio
Q2331887	Darío Bottinelli
Q1161691	Toyota MR2
Q64555709	Tropical Storm Enrique
Q4303894	Moscow State Academy of Choreography
Q3934640	Riccardo Toros
Q455799	Baltazar Maria de Morais Júnior
Q781845	1982 Australian Open
Q31682	Florian Marange
Q7045446	Annika Saarikko
Q233966	Caroline, Princess of Hanover
Q3089911	Shamus Culhane
Q16566798	Italo Marra
Q7626911	Stuart Noble
Q708639	Mike D'Antoni
Q166231	infection
Q312026	Georges Bidault
Q172383	Sylvester II
Q2171878	Ramon Tremosa
Q682253	1955 Tour de France
Q2851658	Annie Fratellini
